nama;harga;lokasi;toko;rating;terjual
Laptop lenovo ideapad slim 1 14 intel n4020 Ram 4gb 512gb Ssd win 11 - LAPTOP+BONUS, 128GB SSD;Rp3.699.000;Jakarta Pusat;Gadget LAPTOP.ID;;
Laptop 2nd Lenovo IP L340 Gaming Core i5-9300H 8GB SSD 512GB GTX 1050;Rp7.229.000;Bandung;PusatSparepart LaptopNew;;
Asus TUF GAMING F15 FX506LH Intel Core i7-10750H 8GB/512GB GTX 1650;Rp8.499.000;Bandung;backtolaptop BANDUNG;;
LENOVO IDEAPAD SLIM 3 14 CORE I3 1115G4 16GB 512SSD W10 14.0FHD;Rp5.649.000;Jakarta Utara;ROGS STORE;5.0;70+ terjual
PC GAMING i5 12400F | RTX 4060 8GB | 16GB | NVMe 512GB;Rp10.990.000;Bandung;FrontComp354;;
Asus Rog G512LU Core i7 10750H 8GB 512SSD Gtx 1660Ti 6GB x msi legion;Rp14.899.000;Surabaya;SCKstore;5.0;2 terjual
PROMO Acer Nitro 16 AN16 Rtx4050 6GB Ryzen 5 7535HS 8GB 512GB Ssd W11;Rp10.350.000;Jakarta Pusat;LAPTOP GADGET ID.;;
"LAPTOP ACER GAMING A715 - 53GV	(I5-12450H/8GB/512GB/RTX2050-4GB/15.6"")";Rp10.800.000;Semarang;sugondocomp;;
"Asus ROG Strix G512LI i7-10750H 8GB/512GB 15,6""FHD Vga GTX1650ti 4GB";Rp11.000.000;Jakarta Pusat;EZEL COMP , BSC COMP;;
Lenovo Ideapad Slim 5 14 Ryzen 5 5500 8GB 512ssd Vega6 W10+OHS 14.0FHD;Rp9.499.000;Jakarta Utara;Gaming Laptop ID;5.0;2 terjual
Asus ROG Strix G531 i7-9750H 8GB/512GB Vga Nvidia GTX1050 4GB;Rp10.500.000;Jakarta Pusat;EZEL COMP , BSC COMP;;
Laptop Baru Lenovo Ideapad Slim 1 Intel N4020 Ram 4GB 512GB SSD Grey - TANPA PAKET, 128GB;Rp3.599.000;Jakarta Pusat;Jaya Laptop. id;;
Laptop Slim Touchscreen 2 IN 1 LENOVO IDEAPAD FLEX 5 14 Intel i3 8GB - UNIT BARU, 256GB SSD;Rp7.449.000;Bandung;BEC Baru;5.0;2 terjual
Gaming NoteBook DELL G7 15 7500 - i7 - 512 GB SSD - Win - 16 - nVidia;Rp27.748.000;Surabaya;Technosify;;
LENOVO IDEAPAD SLIM 5 16 TOUCH i7 1355 16GB 512GB W11 16.0FHD IPS - LAPTOP, 16GB 512SSD;Rp10.099.000;Jakarta Utara;ProStoreComputer;5.0;26 terjual
Acer Nitro V 15 ANV15-51-542G CI5-13420H/8GB/512GB/RTX2050/15.6/WIN11;Rp10.949.000;Jakarta Utara;IT Galeri Mall of Indonesia;;
LENOVO IdeaPad 3 14IAU7 82RJ00CYID Core i3 1215U 8GB 512GB W11 OHS;Rp6.475.000;Denpasar;Blessing Computer Bali;5.0;30+ terjual
Asus Gaming Laptop 8GB 512GB SSD;Rp16.500.000;Jakarta Barat;Pretty Handsome;5.0;100+ terjual
"Lenovo IdeaPad 1 14IGL7 8AID Celeron N4020 8GB 512GB 14"" W11+OHS2021";Rp4.790.000;Bandung;Lenovo Authorized Bandung;5.0;6 terjual
LENOVO LOQ Gaming 15APH8 82XT00C9ID Ryzen 7 7840HS 8GB 512GB 3050 W11;Rp15.359.000;Jakarta Pusat;Parade IT;;
"Lenovo Ideapad Flex 5 [Intel Core i3-1215U] 8GB RAM/512GB SSD/14""";Rp6.599.000;Jakarta Barat;VK_Digital;5.0;1 terjual
Lenovo Legion i5-10300H RAM 8GB/512GB SSD// GTX 1650 4GB;Rp7.950.000;Jakarta Selatan;design computer;;
Acer Nitro AN515 Ryzen 7-3750H Ram 8GB SSD 512GB HDD 1TB RX 560X;Rp6.499.000;Tangerang Selatan;Jakarta camera center;;
Lenovo Ideapad Gaming 3i i5-12500H RTX3050 512GB SSD 8GB Win11+OHS;Rp8.969.350;Palembang;laptop shop e;;
"Acer Nitro V 15-51-5115 GeForce RTX™ 4050 - I5 13420H 8GB 512GB /15,6""";Rp14.088.000;Jakarta Pusat;M2M Komputer;;
"HP VICTUS GAMING 15 RYZEN 5 7535HS RTX2050 16GB OHS 15.6"" FHD FB1011AX";Rp10.449.000;Jakarta Utara;ROGS STORE;5.0;1 terjual
Laptop Gaming ASUS ROG STRIX G512LI RAM 8GB SSD 512GB Core I5 GEN 10Th;Rp8.750.000;Surakarta;Re.NET;;
HP Pavilion Gaming 15-dk0042TX Intel Core i7-9750H 8GB/512GB GTX 1650;Rp7.399.000;Bandung;backtolaptop BANDUNG;;
LENOVO IDEAPAD 3 15ACH6-7FID RTX2050 Ryzen 5 5500H 512GB SSD 8GB RAM;Rp10.046.000;Malang;Gasol Kaliurang;;1 terjual
"Lenovo IdeaPad Slim 3 14ABR8 7-7730U 8GB 512GB 14"" FHD IPS OHS W11";Rp9.199.000;Jakarta Pusat;Protech Computer;;80+ terjual
"Lenovo LOQ Gaming Ryzen 7 7840HS RTX3050 6GB 8GB 512GB SSD 15,6"" Win11";Rp14.288.000;Malang;istana komputer malang;;
Acer predator helios neo 16 i5 13500hx rtx 4050 6gb ram 8gb 512gb ssd;Rp16.599.000;Depok;herlinacom;;
Lenovo Ideapad Slim 3 Ryzen 5 5625u 8gb/512gb Backlight Garansi Resmi;Rp5.700.000;Kab. Pati;Pusat Wallpaper Pati;;
HP Victus Gaming 15 FB1011AX AMD Ryzen 5 7535HS 8GB 512GB RTX2050 144H;Rp10.899.000;Kab. Sukoharjo;Starcomp Solo;;
Lenovo Ideapad Slim 3i 15 Core i7 1165G7 8GB 512ssd MX450 2GB OHS FHD;Rp9.899.000;Jakarta Utara;ROGS STORE;5.0;3 terjual
"Lenovo Ideapad Slim 3i i3 1215U 8GB 512GB SSD 14""FHD Win11 OHS";Rp5.999.000;Jakarta Barat;Space Tech;4.9;100+ terjual
LENOVO IDEAPAD GAMING 3 15ACH6 RYZEN 5 5500H RTX 2050 RAM 8GB / 512GB;Rp9.200.000;Bandung;Wariz Notebook Bandung .;;
Lenovo Ideapad Slim 3 i5 12450H 16gb 512gb W11+OHS 14.0 - 3JID;Rp8.945.000;Surabaya;Laptop ONE ITC SBY;5.0;3 terjual
Laptop Acer Nitro 5 AN515 Core i5-10300H Ram 8Gb/SSD 512Gb GTX1650Ti;Rp8.800.000;Jakarta Barat;kajoedstore17;;
ASUS ROG STRIX III G531GT i7 9750H/8GB/512GB/GTX1650/15.6 FHD 120Hz;Rp15.799.000;Jakarta Pusat;INFONET Mangga Dua;;
Asus tuf gaming fx506hcb/i7-11800h/ssd-512gb/ram-8gb/15.6inch/rtx3050;Rp12.500.000;Bandung;GALLERY LAPTOP;;1 terjual
Laptop Gaming Editing Asus Vivobook A416E Intel Core i3 Ram 8/512Gb;Rp5.850.000;Bandung;R-07Store;;
Acer Nitro 5 AN515-56 11th gen Intel core i5-11300H Ram 8 GB/512GB SSD;Rp10.000.000;Bandung;WawallstoreLaptop;5.0;1 terjual
Lenovo Ideapad Slim 3 Ryzen 3 5300u 8gb 512gb SSD Laptop;Rp3.700.000;Jakarta Selatan;F2PROJECT;;
LENOVO GAMING LOQ 15AHP9 38ID AMD RYZEN 7-8845HS RTX4050 8GB 512GB WIN11+OHS;Rp17.363.000;Surabaya;Lenovo Authorized Store Surabaya;;
LENOVO IDEAPAD SLIM 3 14ABR8 07ID BLUE AMD RYZEN 7-7730U 8GB 512GB W11;Rp8.947.000;Surabaya;Lenovo Authorized Store Surabaya;;1 terjual
Laptop Gaming MSI Thin 15 B13UCX-1465 i5-13420H RTX2050 8GB 512GB;Rp10.699.000;Surabaya;Level99ID;;
LENOVO IDEAPAD 3 15ACH6-7FID RTX2050 Ryzen 5 5500H 512GB SSD 8GB RAM;Rp10.046.000;Malang;GASOL SUMBERSARI;;
Lenovo LOQ 15 Gaming Ryzen 5 7640HS RTX3050 6GB RAM 8GB SSD 512GB W11;Rp12.875.000;Malang;istana komputer malang;;
LENOVO IDEAPAD GAMING 3 15 RYZEN 5 5500H RTX2050 4GB/8GB 512GB W11+OHS;Rp9.799.000;Jakarta Utara;Deca Computer;;
Lenovo IP Gaming 3i 15 IAH7 Laptop - i7 - 512 - 8 - Win 11 - OHS - VGA;Rp19.875.000;Surabaya;Technosify;;
Laptop promo ideapad gaming 3 15 AMD Ryzen 7 RTX4050 ram 64GB Grey - SSD 1TB, PAKET STANDAR;Rp14.899.000;Bandung;Eksklusif Komputer;;
Laptop Notebook Dell Gaming G3 3579 - i7 - 1TB + 128GB - 4 - Win - VGA;Rp16.546.000;Surabaya;Technosify;;
Promo laptop terlaris lenovo ideapad gaming 2022 intel 16gb/512ssd - UNIT ONLY, 12GB/512SSD;Rp13.799.000;Jakarta Pusat;LAPTOP PROJECT;5.0;25 terjual
MSI GF63 THIN 12VF 452ID RTX4060 Intel Core i7-12650H 512GB SSD 16GB RAM Gaming Notebook Laptop;Rp15.889.000;Malang;GASOL SUMBERSARI;;
Gaming NoteBook DELL G7 15 7500 - i7 - 512 GB SSD - Win - 16 - nVidia;Rp27.748.000;Surabaya;Technosify;;
LENOVO IDEAPAD SLIM 5 16 TOUCH i7 1355 16GB 512GB W11 16.0FHD IPS - LAPTOP, 16GB 512SSD;Rp10.099.000;Jakarta Utara;ProStoreComputer;5.0;26 terjual
Lenovo IP Gaming 3i 15 IAH7 Laptop - i7 - 512 - 8 - Win 11 - OHS - VGA;Rp19.875.000;Surabaya;Technosify;;
Laptop promo ideapad gaming 3 15 AMD Ryzen 7 RTX4050 ram 64GB Grey - SSD 1TB, PAKET STANDAR;Rp14.899.000;Bandung;Eksklusif Komputer;;
Laptop Gaming Editing Lenovo Ideapad 3 Ryzen 3 Ram 8/512gb Fullset;Rp5.500.000;Bandung;R-07Store;;
Lenovo Ideapad flex 5  82HS 11th Intel core i5-1135G7 Ram 8/512 GB;Rp5.300.000;Tangerang;Fine Applestore;;
Lenovo Gaming LOQ 10ID i7-13650HX 8gb 512gb RTX3050 6GB 15.6″ FHD W11;Rp15.900.000;Medan;PLAZA IT STORE;;
MSI GF63 THIN 12UC 1077ID RTX3050 Intel Core i5-12450H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.419.000;Malang;Gasol Kaliurang;;
PROMO ASUS TUF Gaming F15 FX507ZC4 I535B1M-O Core i5 12500H 8GB 512GB 3050;Rp12.669.000;Denpasar;Blessing Computer Bali;;1 terjual
Laptop Notebook Dell Gaming G3 3579 - i7 - 1TB + 128GB - 4 - Win - VGA;Rp16.546.000;Surabaya;Technosify;;
Promo laptop terlaris lenovo ideapad gaming 2022 intel 16gb/512ssd - UNIT ONLY, 12GB/512SSD;Rp13.799.000;Jakarta Pusat;LAPTOP PROJECT;5.0;25 terjual
MSI GF63 THIN 12VF 452ID RTX4060 Intel Core i7-12650H 512GB SSD 16GB RAM Gaming Notebook Laptop;Rp15.889.000;Malang;GASOL SUMBERSARI;;
"ACER Nitro V 15 ANV15 51 53WR RTX3050 i5 13420H 8/512GB SSD W11 OHS 15.6"" FHD 144Hz Black - LAPTOP, 8/512GB SSD";Rp12.749.000;Jakarta Utara;Acer Authorized Store Jakarta;;
MSI KATANA 15 B13VGK-1887ID RTX4070 Intel Core i7 13620H 1TB SSD 16GB RAM Gaming Notebook / Laptop;Rp22.669.000;Malang;GASOL;;
Acer Nitro 5 AN515-58-55E6 i5-12500H-RTX 3050-8GB-512GB SSD-Win 11+OHS;Rp12.100.000;Kab. Sukoharjo;Starcomp Solo;;
Laptop Asus TUF GAMING F15 FX506LH Intel Core i7-10870H 8GB/512GB;Rp9.500.000;Bandung;KenziLaptop Bandung;5.0;1 terjual
ASUS Tuf Gaming F15 FX507ZC4-I535B1M-O CI5-12500H/8GB/512GB/RTX3050;Rp13.399.000;Jakarta Utara;IT Galeri Mall of Indonesia;;
Laptop Gaming Asus TuF A15 Ryzen 7 RAM 8GB SSD 512GB RTX 3050 4GB New;Rp11.800.000;Surakarta;solo elektronik murah;;
Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5-5500H/8GB/512GB/RTX20504GB/W11;Rp10.199.000;Jakarta Pusat;Julyaugustshop;;
Lenovo IDEAPAD V14 G2ITL CORE i5 1135G7 RAM 8GB SSD 512GB FHD WIN 10;Rp4.500.000;Jakarta Selatan;ACenter76;5.0;1 terjual
ACER PREDATOR HELIOS NEO 16 PHN16-71-55MQ | I5-13500HX|8GB|512GB|W11;Rp16.640.000;Kab. Sleman;ConnectStore;;
"LENOVO LOQ 15 Gaming Ryzen 5 7640HS RTX3050 8GB 512GB 15.6"" 144Hz";Rp12.376.000;Bandung;elegan store88;;
Lenovo Gaming 3i 54iD Black Core i5 10300H/ 8Gb/ SSD 512/ Win 10;Rp12.500.000;Jakarta Pusat;digital88komputindo;5.0;1 terjual
Asus TUF GAMING F15 FX506LHB Intel Core i5-10300H 8GB/512GB GTX 1650;Rp8.350.000;Bandung;StoryLaptop Bandung;;
LAPTOP DELL GAMING G16 7620 INTEL I7 12700H RTX3060 RAM 32GB DDR5 2TB - GARANSI 3 BULAN, 16GB - 1TB SSD;Rp14.399.000;Jakarta Pusat;Jaya Laptop. id;;
"Laptop Dell Gaming G16 Intel i7 32GB 2TB SSD RTX3060 4GB 16"" Win11 - New , 16GB | 1TB";Rp15.499.000;Bandung;BEC Baru;;
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.450.000;Malang;GASOL;;
Laptop Notebook Dell Gaming G3 3590 - i5 - 512 GB - 8 - Windows - VGA;Rp14.182.000;Surabaya;Technosify;;
LENOVO LOQ 15APH9-38ID RTX4050 AMD Ryzen 7 8845HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp17.963.000;Malang;GASOL;;
Lenovo Gaming 3 Ryzen 5-5500H 8gb Ssd 512gb RTX2050 4GB Win 11 + OHS;Rp9.899.000;Jakarta Pusat;aura technology;;
"Asus TUF Gaming F15 FX507ZC4-I535B1M-O Intel Core i5-12500H, RAM 8GB, SSD 512GB, Nvidia GeForce RTX 3050 4GB, 15.6"" FHD 144Hz, Win 11 Home + OHS 2021";Rp12.650.000;Jakarta Pusat;UC98;;
Laptop Acer Nitro 5 AN515-57 Intel Core i5-11400H VGA Nvidia GeForce 4GB GTX1650 RAM 8GB SSD 512GB Windows 11;Rp11.500.000;Jakarta Barat;STAR COMPUTER ELECTRONIC;;
Laptop Asus ROG G712LWS i7 10750 16GB 512ssd RTX2070Super 8GB 17.3 W10;Rp15.399.000;Jakarta Utara;Deca Computer;3.0;2 terjual
ASUS TUF GAMING A15 FA507RE R7R5B6G O Ryzen 7-6800H 8GB 512GB SSD W11H+OHS 2YR;Rp13.850.000;Jakarta Pusat;Intech Nusa Solusi;;
Lenovo Ideapad S145 Intel i5 8265U 8GB 512GB SSD 14HD WIN10;Rp9.199.000;Jakarta Pusat;HOSANA COMPUTER;5.0;8 terjual
ACER Nitro V ANV15-51 - i5 13420H/8Gb/512GB SSD/RTX2050/15.6FHD/144Hz ;Rp10.858.000;Jakarta Pusat;agung jaya computer;;
PROMO LAPTOP GAMING Acer Aspire 5 A514-54G-76P5 CORE I7 ram 8GB SSD512;Rp11.848.000;Jakarta Pusat;CAHAYA NEGRI GORDEN;5.0;1 terjual
ASUS ROG G713RC-R735B6G-O RYZEN 7-6800H 8GB 512GB RTX3050 W11 OHS;Rp18.100.000;Jakarta Pusat;KBM 24 STORE;;
"Lenovo Ideapad Slim 3i 14IIL i5 1035G1 8GB 512ssd MX330 2GB W10 14""IPS";Rp10.199.000;Jakarta Utara;ALIENWARE OFFICIAL;5.0;4 terjual
Laptop Pelajar Lenovo Ideapad Slim 1 N4020 4GB 256GB SSD Win11 - 4GB 256GB, Unit+Bonus;Rp3.799.000;Bekasi;kliknklik bekasi cyber park;5.0;3 terjual
"Laptop Murah Lenovo Ideapad Slim 3i Intel i3 8GB 512GB SSD 14"" FHD - Second, 4GB/128GB";Rp4.000.000;Bandung;BEC Baru;;
NOTEBOOK ACER Nitro 5 AN515-46-R8YC R7-6800H 16GB/512GB RTX 3050 WIN11;Rp16.175.000;Surabaya;dbclick;;
Laptop Touchscreen LENOVO IDEAPAD FLEX 5 Ryzen 7 16GB 1TB SSD - Like New, 512GB SSD;Rp9.499.000;Bandung;BEC Baru;;1 terjual
Lenovo Ideapad Slim 3 14 i3-1215 8GB 512G W11+OHS 14FHD - Laptop + Instal;Rp6.499.000;Tangerang;Agres ID Tangerang;;1 terjual
Lenovo Ideapad Slim 5i 14 i5 1135G7 8GB 512ssd MX450 2GB W10+OHS 14.0;Rp9.499.000;Jakarta Utara;Gaming Laptop ID;4.0;7 terjual
Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5-5500H/8GB/512GB/RTX20504GB/W11;Rp10.199.000;Jakarta Utara;Sport Gaming Store;;
MSI THIN 15 B13VE 1461ID RTX4050 Intel Core i5-13420H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp13.899.000;Malang;GASOL DINOYO;;
MSI THIN 15 B12UCX 1677ID RTX2050 Intel Core i7-12650H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.539.000;Malang;GASOL DINOYO;;
ACER NITRO V 15 ANV15-51 i5-13420H RAM 8GB 512GB SSD RTX 4050 144Hz;Rp14.376.979;Jakarta Pusat;TeknoTrend;;
Lenovo Gaming LOQ 8HiD i5-13420H|8GB|512GB|RTX 4050|Win 11 Home+Office;Rp15.200.000;Jakarta Pusat;YouTech;;
Terlaris Lenovo IdeaPad Gaming 3 Core i5 12500H 8GB 512GB SSD RTX;Rp11.904.000;Kab. Sukoharjo;super elektronik88;;
ASUS TUF GAMING F15 FX506HC I535B6TO11 I5 11400H 8GB 512SSD RTX3050;Rp13.299.000;Jakarta Pusat;UOISTORE;5.0;1 terjual
Laptop Bekas ASUS ROG GL552VX Core i7-6700HQ|GTX 950M 8GB SSD 512GB;Rp6.010.000;Bandung;AzisMM_Store;;
Laptop Gaming MSI Thin 15 B13VE-1461 i5-13420H RTX4050 8GB 512GB;Rp13.650.000;Surabaya;Level99ID;;
Laptop Gaming Acer Nitro-542G /i5-13420H/8GB/512GB SSD/RTX2050 4GB;Rp10.948.000;Surabaya;gadget-center;;
"LAPTOP LENOVO IDEAPAD SLIM 3 - AMD ATHLON 3150U 8GB 512GB 14"" FHD W10";Rp4.799.000;Jakarta Pusat;HOSANA COMPUTER;4.8;60+ terjual
Acer Nitro 5 AN515 i5 11400H ram 8gb ssd 512gb vga rtx 3050;Rp10.000.000;Surabaya;jual thrustmaster t80;5.0;1 terjual
Lenovo Gaming LOQ 0SiD i5-13450HX|8GB|512GB|RTX3050|Win 11 Home+Office;Rp13.850.000;Jakarta Pusat;YouTech;;
"Laptop Gaming LEGION Y540 i7-9750H
RAM 16GB 512GB SSD GTX1650 144Hz";Rp8.700.000;Jakarta Utara;Magnifique123;;
Laptop Gaming MSI Thin-1430/Core i7-13620H/8GB/512GB SSD/RTX3050/Win11;Rp12.900.728;Surabaya;gadget-center;;
Acer Nitro 5 AN515-55 Intel Core i5-10300H 8GB SSD 512GB GTX 1650 RGB;Rp8.499.000;Bandung;backtolaptop BANDUNG;;
Acer A7 Gaming A715-76G-53GV/15.6inch FHD/i5-12450H/8GB/512GB/Win11;Rp10.655.000;Jakarta Pusat;Parade IT;;
ACER Nitro V 15 ANV15-51-5115 RTX4050 i5 13420H 8GB 512GB FHD 144Hz ;Rp15.269.000;Kab. Sleman;Anandam Computer;;
"Laptop Lenovo LEGION 81FW Core i5 Gen8 Ram 8Gb Ssd 512Gb 15.6"" FHD";Rp8.100.000;Jakarta Utara;Wimakomp Wima Komputer;;
"Asus Rog Strix G15 G513QC - RTX3050 4GB/ Ryzen 5 5600 32GB 1TB Win10 15.6""Fhd Ips 144Hz";Rp11.999.000;Jakarta Pusat;Ask Computer;;
ASUS TUF F15 GAMING FX507ZC4-I535B1M-O RTX3050 i5 12500H 8GB 512GB RAM;Rp13.268.000;Malang;GASOL DINOYO;;
HP GAMING PAV 15 I5 10300H 8GB 512GB 15.6 FHD RTX 2060 W10 OFFICE;Rp16.997.000;Jakarta Utara;OrKa;5.0;1 terjual
LENOVO IDEAPAD GAMING 3 PTID - i5 11320H 8GB 512GB - SHADOW BLACK;Rp10.500.000;Jakarta Pusat;DIGITALZONE DUSIT;;
Lenovo Ideapad Gaming 3 15IMH05 i5-10300H 8GB 512SSD GTX1650 120Hz IPS;Rp13.399.000;Kab. Tangerang;Elite Computer;5.0;1 terjual
Asus TUF Gaming A15 FA506NF R525B6T R5 7535HS/8GB/512GB/RTX2050 4GB;Rp10.905.000;Medan;SOFTCOM;;
"Lenovo Ideapad Slim 1 CELERON N4020 8GB 512GB SSD Win11+OHS21 14"" HD";Rp4.498.000;Jakarta Utara;Gimu Gimu Store;5.0;1 terjual
ASUS ROG G513IH-R765B6T-O Ryzen 7-4800H 8GB 512GB GTX1650 W10+OHS;Rp15.399.000;Jakarta Pusat;FIRE TECH;5.0;1 terjual
LAPTOP GAMING LENOVO LEGION Y7000 INTEL CORE I5-9300H RAM 8 / 512 GB;Rp8.000.000;Bandung;ZCS LAPTOP PREMIUM BANDUNG;;
HP Pavilion Gaming 15-dk1079TX i5-10300H 8GB 512GB SSD W10HSL 2Yr;Rp12.950.000;Jakarta Pusat;HPE Indonesia;;
Asus TUF Gaming A15 AMD Ryzen 5 4600H NVIDIA GTX 1650 Ti Ram 8/512 GB;Rp7.500.000;Tangerang;CamlayStore;;
"LENOVO IDEAPAD SLIM 3 - AMD RYZEN 7 - 4700U 8GB 512GB SSD 14"" FHD W10";Rp10.199.000;Jakarta Pusat;HOSANA COMPUTER;5.0;7 terjual
"LENOVO IDEAPAD SLIM 3 14ABR8 RYZEN 5 7530U 8GB 512GB SSD 14"" FHD IPS ";Rp8.900.000;Jakarta Pusat;AMP TECH STORE;;
Type Laptop : MSI GL65 Thin 9SC Gaming i7 gen 9 RAM 8GB SSD 512GB GTX ;Rp8.800.000;Bandung;abadi comm;;
"LENOVO IDEAPAD GAMING3 15 i5-11320H RTX2050 4GB/ 8GB 512GB W11+OHS 15""";Rp10.827.000;Jakarta Pusat;MEGATRONIX COMPUTINDO;;
Laptop Murah LENOVO IDEAPAD SLIM 1 14 Intel N4020 RAM 4GB 640GB SSD - LAPTOP + BONUS, 128GB;Rp3.649.000;Tangerang Selatan;NUSANTARA COMPUTER ID;;
"Lenovo Laptop IdeaPad 5 2-in-1 Core™ 7 150U 16G 512G 14"" OLED W11 OHS";Rp15.099.000;Jakarta Pusat;Protech Computer;;
LAPTOP LENOVO IDEAPAD SLIM 3 14 I5 12450 8GB 512GB W11 OHS 14.0 IPS - RAM 8GB/512SSD, LAPTOP;Rp7.799.000;Jakarta Utara;ProStoreComputer;4.6;50+ terjual
Laptop Slim Lenovo Ideapad Pentium N6000 12GB 512GB SSD 15.6 FHD Win11 - 1 BULAN, 4GB 256GB SSD;Rp3.400.000;Jakarta Pusat;SUHU LAPTOP;;
Lenovo LOQ Gaming i5-12450HX RTX3050 512GB SSD 12GB Win11+OHS;Rp12.799.000;Jakarta Barat;Sinarmulia Sukses Makmur;5.0;100+ terjual
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB ARC A530M 144Hz IPS Win11;Rp11.999.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;;
Lenovo Ideapad Gaming 3 Ryzen 5 5500H RTX2050 4GB 8GB 512SSD W11 144Hz;Rp9.999.000;Jakarta Pusat;Lenovo Legion Official;4.9;1rb+ terjual
ADVAN Laptop Gaming Pixelwar AMD RYZEN 5 6600H 16” 2.5K IPS 16GB 512GB;Rp9.700.499;Kab. Tangerang;Advan Official Store;4.9;30+ terjual
"(TERMURAH) LAPTOP LENOVO IDEAPAD CORE i3 14"" RAM 4 SSD 512GB WIND 10 - RAM 4 SSD 128GB";Rp2.800.000;Jakarta Barat;FAMILY GAME;5.0;6 terjual
LAPTOP GAMING ASUS TUF FX505D | RYZEN 5 3550H | RAM 8 GB SSD 512 GB;Rp6.750.000;Surakarta;Flatyvus;;
Lenovo Gaming LOQ 8JiD i7-13620H|8GB|512GB|RTX 4050|Win 11 Home+Office;Rp17.150.000;Jakarta Pusat;ABtech;;
"Lenovo IdeaPad Flex 5 14IRU8 i3-1315U 8GB 512GB 14"" IPS TOUCH OHS W11";Rp9.989.000;Jakarta Pusat;Protech Computer;5.0;60+ terjual
ASUS TUF GAMING FX506HC i5 11400H 8GB 512GB RTX3050 W10+OHS 144Hz;Rp15.199.000;Jakarta Pusat;FIRE TECH;5.0;2 terjual
Murah LENOVO IDEAPAD GAMING 3 15 RYZEN 5 5600H 8GB 512GB SSD GTX1650;Rp8.159.000;Jakarta Pusat;intnprmtsrii;;
Lenovo LOQ Gaming i7-13650HX RTX4050 512GB SSD 12GB 144Hz IPS Win11;Rp17.799.000;Jakarta Barat;Sinarmulia Sukses Makmur;5.0;9 terjual
Lenovo Ideapad Slim 1 14 N4020 4GB 256SSD W11+OHS 14.0 2YR 2NID;Rp4.599.900;Jakarta Pusat;Lenovo Legion Official;4.8;40+ terjual
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB 100%sRGB 144Hz ARC A530M;Rp11.199.000;Jakarta Barat;Sinarmulia Sukses Makmur;5.0;10 terjual
"ASUS TUF GAMING F15 FX507ZC4 i5-12500H 8GB 16GB 512GB RTX3050 15.6""";Rp12.498.979;Jakarta Pusat;TeknoTrend;5.0;30+ terjual
Lenovo Ideapad Slim 1 14 N4020 8GB 512SSD DOS 14.0 1YR;Rp4.299.000;Jakarta Pusat;Lenovo Legion Official;5.0;60+ terjual
Lenovo IdeaPad Slim 3 14AMN8-82XN003LID Ryzen 3-7320U 8GB 512GB W11OHS;Rp6.299.000;Bandung;Planet Computer Store;;
"Lenovo Ideapad Gaming 3 Ryzen 5 7535 8GB 512SSD RTX4050 6GB 15.6"" JKID";Rp16.832.000;Surabaya;Nusajaya Store;5.0;1 terjual
Acer Nitro V15 ANV15-51-542G i5 13420H RTX2050 8GB 512GB W11;Rp10.949.000;Jakarta Pusat;DIGITALZONE DUSIT;;
ASUS TUF Gaming F15 FX507ZC4 i5-12500H RTX 3050 512GB 8GB/16GB 144Hz ;Rp12.999.000;Jakarta Pusat;Trust IT Store;;
Laptop Bekas ASUS ROG Strix G531GD i5-9300H|GTX 1050 Ram 8GB SSD 512GB;Rp8.389.000;Bandung;AzisMM_Store;;
Laptop HP Gaming Victus 15 FA1094TX-15,6 INC/I5 12450H/8GB/512GB;Rp10.869.000;Jakarta Pusat;Parade IT;5.0;3 terjual
LAPTOP ASUS ROG STRIX GAMING INTEL CORE I5-9300H RAM 8GB SSD 512GB GTX;Rp8.900.000;Jakarta Timur;PUSAT KOMPUTER';;
Hp Victus Gaming 15-fa0116tx Core i5-12500H RAM 8GB 512GB GTX 1650 ;Rp10.000.000;Bandung;Simanis Store Laptop;;
LENOVO IDEAPAD SLIM 3 15 TOUCH CORE I5 1235 8GB 512GB SSD 15.6FHD;Rp7.998.000;Jakarta Utara;ALIENWARE OFFICIAL;;
Acer Nitro V 15 ANV15-51-5115 i5-13420H 8GB 512GB RTX4050 W11 OHS2021;Rp14.999.000;Malang;Calosastore;;
ASUS ROG Zephyrus G16 GU603ZU-I745J6G-O-Eclipse Gray;Rp25.999.000;Jakarta Pusat;ASUS ROG Official Store;;1 terjual
"Lenovo Ideapad Slim 1 Ryzen 3 7320 8GB 256GB Radeon 610M W11+OHS 14""";Rp5.899.000;Jakarta Pusat;Lenovo Legion Official;5.0;100+ terjual
